Symbol,Market Cap,Sector,Industry
DMAAU,0,,
DMAC,158565942,Health Care,Biotechnology: Pharmaceutical Preparations
DMB,0,Finance,Trusts Except Educational Religious and Charitable
DMF,431052710,Finance,Finance/Investors Services
DMLP,1341135287,Energy,Oil & Gas Production
DMN,266574,Technology,EDP Services
DMO,0,Finance,Trusts Except Educational Religious and Charitable
DMRC,272589524,Technology,EDP Services
DMYY,0,Finance,Blank Checks
DNA,393467808,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNB,3805871101,Finance,Finance: Consumer Services
DNLI,1867469928,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNN,1164467331,Basic Materials,Other Metals and Minerals
DNOW,1655064841,Industrials,Metal Fabrications
DNP,0,Finance,Investment Managers
DNTH,524604173,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,752726000,Consumer Staples,Food Chains
DOC,13039884834,Real Estate,Real Estate Investment Trusts
DOCN,2823719395,Technology,Computer Software: Programming Data Processing
DOCS,10432623094,Technology,EDP Services
DOCU,15913667095,Technology,Computer Software: Prepackaged Software
DOGZ,347546963,Consumer Discretionary,Miscellaneous manufacturing industries
DOLE,1308147968,Consumer Staples,Farming/Seeds/Milling
DOMH,23096188,Health Care,Biotechnology: Pharmaceutical Preparations
DOMO,325907022,Technology,Computer Software: Prepackaged Software
DOOO,2723278856,Consumer Discretionary,Industrial Specialties
DORM,3621774388,Consumer Discretionary,Auto Parts:O.E.M.
DOUG,151741703,Finance,Real Estate
DOV,22760206337,Industrials,Industrial Machinery/Components
DOW,21016421460,Industrials,Major Chemicals
DOX,9631822920,Technology,EDP Services
DOYU,198987760,Technology,Computer Software: Programming Data Processing
DPG,0,Finance,Trusts Except Educational Religious and Charitable
DPRO,10146708,Industrials,Aerospace
DPZ,15651304521,Consumer Discretionary,Food Distributors
DQ,961068487,Technology,Semiconductors
DRCT,10306447,Consumer Discretionary,Advertising
DRD,1225122202,Basic Materials,Precious Metals
DRDB,0,,
DRDBU,0,,
DRDBW,0,,
DRH,1514892019,Real Estate,Real Estate Investment Trusts
DRH^A,,,
DRI,22978103402,Consumer Discretionary,Restaurants
DRIO,23610065,Health Care,Medical/Dental Instruments
DRMA,4379818,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,82546,Health Care,Biotechnology: Pharmaceutical Preparations
DRRX,22145349,Health Care,Biotechnology: Pharmaceutical Preparations
DRS,9084302768,Industrials,Industrial Machinery/Components
DRTS,178766648,Health Care,Medical/Dental Instruments
DRTSW,14055000,Health Care,Medical/Dental Instruments
DRUG,209669670,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,2667260499,Consumer Discretionary,Automotive Aftermarket
DSGN,168301340,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,1258953008,Consumer Discretionary,Industrial Specialties
DSGX,8790887940,Technology,Computer Software: Prepackaged Software
DSL,1205602507,Finance,Trusts Except Educational Religious and Charitable
DSM,0,Finance,Investment Managers
DSP,893124456,Technology,Computer Software: Programming Data Processing
DSS,7464957,Consumer Discretionary,Containers/Packaging
DSU,0,Finance,Finance Companies
DSWL,35049558,Industrials,Plastic Products
DSX,162075005,Consumer Discretionary,Marine Transportation
DSX^B,,,
DSY,88069574,Consumer Discretionary,Containers/Packaging
DSYWW,1118779,Consumer Discretionary,Containers/Packaging
DT,13488712487,Technology,Computer Software: Prepackaged Software
DTB,3661973031,Utilities,Electric Utilities: Central
DTC,15041397,Consumer Discretionary,Recreational Games/Products/Toys
DTCK,10295163,Industrials,Farming/Seeds/Milling
DTE,27047204319,Utilities,Electric Utilities: Central
DTF,78168785,Finance,Investment Managers
DTG,3728290596,Utilities,Electric Utilities: Central
DTI,71185474,Industrials,Metal Fabrications
DTIL,47692786,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTM,9431411589,Utilities,Natural Gas Distribution
DTSS,13435987,Technology,Computer Software: Prepackaged Software
DTST,22842941,Technology,EDP Services
DTSTW,2280747,Technology,EDP Services
DTW,4430842298,Utilities,Electric Utilities: Central
DUK,90310179840,Utilities,Power Generation
DUK^A,,,
DUKB,18930119375,Utilities,Power Generation
DUO,1528800,Finance,Real Estate
DUOL,15264921395,Technology,Computer Software: Prepackaged Software
DUOT,51341848,Technology,Computer Software: Prepackaged Software
DV,2219576763,Technology,Computer Software: Programming Data Processing
DVA,12228800000,Health Care,Misc Health and Biotechnology Services
DVAX,1492572073,Health Care,Biotechnology: Pharmaceutical Preparations
DVLT,41815176,Technology,Semiconductors
DVN,20164430000,Energy,Oil & Gas Production
DWSN,37180124,Energy,Oil & Gas Production
DWTX,6306722,Health Care,Biotechnology: Pharmaceutical Preparations
DX,1078383721,Real Estate,Real Estate Investment Trusts
DX^C,,,
DXC,2817115609,Technology,EDP Services
DXCM,26119201683,Health Care,Medical/Dental Instruments
DXF,1945819,Finance,Finance: Consumer Services
DXLG,67976577,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,1278364918,Industrials,Industrial Machinery/Components
DXR,37330920,Health Care,Medical/Dental Instruments
DXST,19175000,Industrials,Miscellaneous
DXYZ,0,,
DY,4519586362,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DYAI,37613326,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYCQ,0,,
DYN,854066245,Health Care,Biotechnology: Pharmaceutical Preparations
DYNX,0,,
DYNXW,0,,
E,44110707764,Energy,Oil & Gas Production
EA,35595150989,Technology,Computer Software: Prepackaged Software
EAD,0,Finance,Finance/Investors Services
EAF,185255598,Energy,Industrial Machinery/Components
EAI,8974102293,Utilities,Electric Utilities: Central
EARN,178781768,Real Estate,Real Estate Investment Trusts
EAT,6496279111,Consumer Discretionary,Restaurants
EB,191151473,Technology,Computer Software: Programming Data Processing
EBAY,28873360000,Consumer Discretionary,Business Services
EBC,3237483234,Finance,Savings Institutions
EBF,505685002,Consumer Discretionary,Office Equipment/Supplies/Services
EBMT,132660454,Finance,Major Banks
EBON,23202187,Technology,Semiconductors
EBR,16012655831,Utilities,Electric Utilities: Central
EBS,254840652,Health Care,Biotechnology: Pharmaceutical Preparations
EBTC,453257729,Finance,Major Banks
EC,18399720878,Energy,Oil & Gas Production
ECAT,1628513100,Finance,Trusts Except Educational Religious and Charitable
ECBK,137210732,Finance,Banks
ECC           ,486513442,Finance,Trusts Except Educational Religious and Charitable
ECC^D,,,
ECCC,1373399543,Finance,Trusts Except Educational Religious and Charitable
ECCF,26737804656,,
ECCU,0,,
ECCV,1379526458,Finance,Trusts Except Educational Religious and Charitable
ECCW,1395238052,Finance,Trusts Except Educational Religious and Charitable
ECCX,1481912666,Finance,Trusts Except Educational Religious and Charitable
ECDA,21939110,Consumer Discretionary,Auto Manufacturing
ECDAW,810332,Consumer Discretionary,Auto Manufacturing
ECF,0,Finance,Finance/Investors Services
ECF^A,,,
ECG,2018549444,Consumer Discretionary,Homebuilding
ECL,67225951128,Consumer Discretionary,Package Goods/Cosmetics
ECO,645813806,Consumer Discretionary,Marine Transportation
ECOR,41791865,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,750540099,Finance,Finance Companies
ECVT,704204598,Industrials,Major Chemicals
ECX,307699723,Technology,EDP Services
ECXWW,16767906,Technology,EDP Services
ED,36671690057,Utilities,Power Generation
EDAP,56835971,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,3053060,Consumer Staples,Farming/Seeds/Milling
EDBLW,71406,Consumer Staples,Farming/Seeds/Milling
EDD,0,Finance,Finance Companies
EDF,0,Finance,Investment Managers
EDIT,95422727,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,1234138619,Utilities,Electric Utilities: Central
EDRY,25831643,Consumer Discretionary,Marine Transportation
EDSA,7229013,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,16088746,Real Estate,Other Consumer Services
EDU,7020292801,Real Estate,Other Consumer Services
EDUC,9362134,Consumer Discretionary,Consumer Specialties
EE,2778578108,Utilities,Oil/Gas Transmission
EEA,0,Finance,Trusts Except Educational Religious and Charitable
EEFT,4270146950,Finance,Investment Bankers/Brokers/Service
EEIQ,9488246,Real Estate,Other Consumer Services
EEX,742173161,Consumer Discretionary,Business Services
EFC,1097209753,Finance,Real Estate
EFC^A,,,
EFC^B,,,
EFC^C,,,
EFC^D,,,
EFOI,8785437,Consumer Discretionary,Building Products
EFR,0,Finance,Trusts Except Educational Religious and Charitable
EFSC,1837874987,Finance,Major Banks
EFSCP,643810936,Finance,Major Banks
EFSI,173407773,Finance,Major Banks
EFT,343266897,Finance,Finance Companies
EFX,27835910201,Finance,Finance: Consumer Services
EFXT,878237262,Industrials,Industrial Machinery/Components
EG,14957380713,Finance,Property-Casualty Insurers
EGAN,138685436,Technology,Computer Software: Prepackaged Software
EGBN,614655511,Finance,Major Banks
EGP,8346213368,Real Estate,Real Estate Investment Trusts
EGY,355839049,Energy,Oil & Gas Production
EH,991324617,Industrials,Aerospace
EHAB,405354007,Health Care,Medical/Nursing Services
EHC,10393179739,Health Care,Hospital/Nursing Management
EHGO,21488765,Consumer Discretionary,Diversified Commercial Services
EHI,0,Finance,Investment Managers
EHLD,13841364,Consumer Discretionary,Marine Transportation
EHTH,191932092,Finance,Specialty Insurers
EIC,131305512,Finance,Finance/Investors Services
EICA,216199781,Finance,Finance/Investors Services
EICB,0,,
EICC,0,,
EIG,1160377818,Finance,Property-Casualty Insurers
EIIA,0,,
EIM,0,Finance,Finance/Investors Services
EIX,21584418868,Utilities,Electric Utilities: Central
EJH,9646090,Consumer Discretionary,Other Consumer Services
EKSO,9860395,Industrials,Industrial Machinery/Components
EL,20201619391,Consumer Discretionary,Package Goods/Cosmetics
ELA,160897134,Consumer Discretionary,Consumer Specialties
ELAB,2821353,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,4639478757,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,15940253,Miscellaneous,Industrial Machinery/Components
ELC,4409752575,Utilities,Electric Utilities: Central
ELDN,177848872,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,15396107,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,3143658410,Consumer Discretionary,Package Goods/Cosmetics
ELLO,179936190,Utilities,Electric Utilities: Central
ELMD,201342539,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,1342446703,Real Estate,Real Estate Investment Trusts
ELP,2376384691,Utilities,Electric Utilities: Central
ELPC,2093559153,Utilities,Electric Utilities: Central
ELPW,52033331,,
ELS,12242700759,Real Estate,Real Estate Investment Trusts
ELSE,14412079,Industrials,Industrial Machinery/Components
ELTK,56062234,Technology,Electrical Products
ELTX,84394142,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,101434851,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,99052663157,Health Care,Medical Specialities
ELVA,93808061,,
ELVN,809553101,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,6030760,Technology,EDP Services
EM,272554047,Consumer Discretionary,Other Consumer Services
EMBC,735400590,Health Care,Medical/Dental Instruments
EMCG,0,Finance,Blank Checks
EMCGW,0,Finance,Blank Checks
EMD,0,Finance,Finance/Investors Services
EME,17779794811,Industrials,Engineering & Construction
EMF,0,Finance,Finance/Investors Services
EML,144731208,Consumer Discretionary,Industrial Machinery/Components
EMN,9383919765,Industrials,Major Chemicals
EMO,0,Finance,Investment Managers
EMP,8840674393,Utilities,Electric Utilities: Central
EMR,58888077000,Technology,Consumer Electronics/Appliances
EMX,203457010,Basic Materials,Metal Mining
ENB,90975060000,Energy,Natural Gas Distribution
ENFN,1413849206,Technology,Computer Software: Prepackaged Software
ENFY,15458887,Industrials,Agricultural Chemicals
ENGN,205439567,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,26615384,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGS,68400000,Industrials,Engineering & Construction
ENIC,4412826349,Utilities,Electric Utilities: Central
ENJ,8939669287,Utilities,Power Generation
ENLT,1810253728,Utilities,Electric Utilities: Central
ENLV,19209600,Health Care,Biotechnology: Pharmaceutical Preparations
ENO,4732076622,Utilities,Power Generation
ENOV,1949288917,Health Care,Industrial Specialties
ENPH,7170628436,Technology,Semiconductors
ENR,1958567224,Miscellaneous,Industrial Machinery/Components
ENS,3391638280,Technology,Industrial Machinery/Components
ENSC,2627601,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,7428405304,Health Care,Hospital/Nursing Management
ENTA,95996448,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,11860426791,Industrials,Plastic Products
ENTO,2072139,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,74966826,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVA,2482379336,Finance,Finance: Consumer Services
ENVB,2990704,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,1271014620,Miscellaneous,Industrial Machinery/Components
ENX,0,Finance,Finance/Investors Services
ENZ,17507777,Health Care,Medical Specialities
EOD,0,Finance,Investment Managers
EOG,63175297937,Energy,Oil & Gas Production
EOI,0,Finance,Finance/Investors Services
EOLS,659394629,Health Care,Biotechnology: Pharmaceutical Preparations
EONR,5152155,Energy,Oil & Gas Production
EOS,0,Finance,Trusts Except Educational Religious and Charitable
EOSE,874673286,Miscellaneous,Industrial Machinery/Components
EOSEW,65713796,Miscellaneous,Industrial Machinery/Components
EOT,249217490,Finance,Investment Bankers/Brokers/Service
EP,209615455,Energy,Oil & Gas Production
EP^C,,,
EPAC,2201256000,Technology,Industrial Machinery/Components
EPAM,9045212352,Technology,EDP Services
EPC,1425639456,Consumer Discretionary,Package Goods/Cosmetics
EPD,64299631872,Utilities,Natural Gas Distribution
EPIX,67470596,Health Care,Biotechnology: Pharmaceutical Preparations
EPM,153457463,Energy,Oil & Gas Production
EPOW,23527215,Consumer Discretionary,Business Services
EPR,3582639975,Real Estate,Real Estate Investment Trusts
EPR^C,,,
EPR^E,,,
EPR^G,,,
EPRT,5750866242,Real Estate,Real Estate Investment Trusts
EPRX,113635944,Health Care,Pharmaceuticals and Biotechnology
EPSM,61349972,Consumer Staples,Beverages (Production/Distribution)
EPSN,145037768,Energy,Oil & Gas Production
EPWK,107346466,,
EQ,16736656,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,648348642,Finance,Major Banks
EQC,172948213,Real Estate,Real Estate Investment Trusts
EQH,15267848291,Finance,Specialty Insurers
EQH^A,,,
EQH^C,,,
EQIX,77615460747,Real Estate,Real Estate Investment Trusts
EQNR,68995097564,Energy,Integrated oil Companies
EQR,25387091344,Real Estate,Real Estate Investment Trusts
EQS,13954358,Finance,Finance/Investors Services
EQT,29973614970,Energy,Oil & Gas Production
EQV,0,,
EQX,2850392988,Basic Materials,Precious Metals
ERAS,338502531,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,0,Finance,Finance/Investors Services
ERH,0,Finance,Finance/Investors Services
ERIC,24207860044,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,18569027220,Finance,Specialty Insurers
ERII,834771083,Technology,Industrial Machinery/Components
ERJ,7904175159,Industrials,Aerospace
ERNA,10365394,Health Care,Biotechnology: Pharmaceutical Preparations
ERO,1102524296,Basic Materials,Metal Mining
ES,20653665039,Utilities,Electric Utilities: Central
ESAB,7117113167,Industrials,Industrial Machinery/Components
ESCA,209317401,Consumer Discretionary,Recreational Games/Products/Toys
ESE,3920452533,Telecommunications,Telecommunications Equipment
ESEA,207620440,Consumer Discretionary,Marine Transportation
ESGL,71024000,Utilities,Environmental Services
ESGR,4949976617,Finance,Property-Casualty Insurers
ESGRO,299046822,Finance,Property-Casualty Insurers
ESGRP,302768161,Finance,Property-Casualty Insurers
ESHAR,0,Finance,Blank Checks
